,name,genres,budget,revenue,runtime,popularity,vote_counts,vote_averages
785,American Buffalo,['Drama'],0.0,665450.0,88.0,7.031279,9.0,6.2
786,Rendezvous in Paris,"['Romance', 'Comedy']",0.0,0.0,94.0,0.227128,4.0,6.5
787,Alaska,['Adventure'],23000000.0,0.0,109.0,2.318141,32.0,5.2
788,Fled,"['Action', 'Comedy', 'Thriller']",25000000.0,17193231.0,98.0,3.906949,49.0,5.2
789,Kazaam,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",20000000.0,0.0,93.0,8.962892,60.0,3.6
790,Magic Hunter,[],0.0,0.0,106.0,0.091984,1.0,6.0
791,Larger Than Life,"['Family', 'Comedy']",30000000.0,0.0,93.0,3.521921,35.0,5.4
792,A Boy Called Hate,[],0.0,0.0,0.0,1.56604,2.0,6.0
793,Power 98,"['Action', 'Mystery', 'Thriller']",0.0,0.0,89.0,0.926867,1.0,4.0
794,Two Deaths,"['War', 'Drama']",0.0,0.0,102.0,0.145092,2.0,7.0
795,A Very Brady Sequel,['Comedy'],0.0,0.0,90.0,9.898696,42.0,5.8
796,Stefano Quantestorie,['Comedy'],0.0,0.0,82.0,0.036699,1.0,6.0
797,Death in the Garden,"['Adventure', 'Drama']",0.0,0.0,104.0,1.116063,8.0,7.4
798,Hedd Wyn,"['War', 'Drama']",0.0,0.0,123.0,0.270432,2.0,6.5
799,La Collectionneuse,"['Drama', 'Comedy', 'Romance']",0.0,0.0,89.0,1.683348,25.0,6.5
800,Kaspar Hauser,"['Drama', 'Foreign']",0.0,0.0,139.0,0.000578,4.0,6.3
801,Regular Guys,"['Comedy', 'Foreign']",0.0,0.0,100.0,1.165202,9.0,5.2
802,Diebinnen,['Drama'],0.0,0.0,,0.106345,1.0,4.0
803,The Convent,['Thriller'],0.0,0.0,91.0,1.606957,6.0,6.5
804,The Adventures of Pinocchio,"['Animation', 'Family', 'Fantasy']",0.0,0.0,90.0,7.523528,55.0,5.0
805,Joe's Apartment,"['Fantasy', 'Comedy', 'Music']",13000000.0,4619014.0,78.0,9.490858,87.0,5.0
806,The First Wives Club,['Comedy'],26000000.0,116400000.0,102.0,10.177303,172.0,6.5
807,Stonewall,"['Romance', 'Drama', 'Comedy']",0.0,0.0,99.0,0.940228,10.0,7.2
808,Ransom,"['Action', 'Thriller']",80000000.0,309492681.0,117.0,8.772188,482.0,6.4
809,High School High,['Comedy'],0.0,21302121.0,86.0,4.220058,51.0,5.4
810,Phat Beach,['Comedy'],0.0,,0.0,0.879852,8.0,5.4
811,Foxfire,"['Action', 'Drama', 'Thriller']",0.0,258263.0,102.0,3.186891,30.0,6.3
812,Chain Reaction,"['Action', 'Drama', 'Science Fiction', 'Thriller']",50000000.0,60209334.0,107.0,15.874491,291.0,5.3
813,Matilda,"['Comedy', 'Family', 'Fantasy']",36000000.0,33459416.0,98.0,10.034915,892.0,6.9
814,Emma,"['Drama', 'Comedy', 'Romance']",6000000.0,22231658.0,121.0,6.593011,152.0,6.7
815,The Crow: City of Angels,"['Action', 'Fantasy', 'Thriller']",13000000.0,17917287.0,84.0,6.554679,119.0,5.2
816,House Arrest,"['Comedy', 'Family']",0.0,0.0,108.0,12.297782,32.0,5.0
817,Eyes Without a Face,"['Drama', 'Horror', 'Thriller']",0.0,,90.0,9.935891,130.0,7.5
818,Bordello of Blood,"['Horror', 'Comedy']",15000000.0,5600000.0,87.0,3.450402,63.0,5.0
819,Lotto Land,['Drama'],0.0,0.0,87.0,0.042365,1.0,7.0
820,The Story of Xinghua,[],0.0,0.0,90.0,0.001652,0.0,0.0
821,The Day the Sun Turned Cold,[],0.0,0.0,99.0,0.076062,2.0,7.0
822,Flirt,"['Drama', 'Romance']",0.0,0.0,85.0,1.663948,4.0,7.5
823,The Big Squeeze,['Drama'],0.0,0.0,98.0,0.404501,1.0,5.0
824,The Spitfire Grill,"['Comedy', 'Drama']",6000000.0,12643776.0,117.0,1.19589,17.0,6.8
825,Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",50000000.0,42277365.0,97.0,12.229381,381.0,5.6
826,Cyclo,"['Crime', 'Drama']",0.0,0.0,123.0,1.781952,23.0,6.8
827,Basquiat,"['Drama', 'History']",2962051.0,3011195.0,108.0,4.797674,97.0,6.6
828,Tin Cup,"['Comedy', 'Drama', 'Romance']",45000000.0,53854588.0,135.0,6.24966,152.0,5.9
829,Dingo,"['Drama', 'Music']",200000.0,300000.0,109.0,0.124273,1.0,6.0
830,The Ballad of Narayama,['Drama'],0.0,0.0,98.0,0.969254,12.0,6.4
831,Every Other Weekend,['Drama'],0.0,0.0,104.0,0.629807,2.0,6.0
832,Mille bolle blu,[],0.0,0.0,0.0,0.03537,1.0,6.0
833,Crows and Sparrows,[],0.0,0.0,113.0,0.036478,1.0,5.0
834,The Godfather,"['Drama', 'Crime']",6000000.0,245066411.0,175.0,41.109264,6024.0,8.5
835,Maybe... Maybe Not,"['Comedy', 'Drama']",0.0,0.0,90.0,8.593319,34.0,6.1
836,Police Story 3: Supercop,"['Action', 'Crime', 'Thriller']",900000.0,20483423.0,95.0,6.751864,109.0,6.7
837,Manny & Lo,"['Drama', 'Comedy']",500000.0,431326.0,88.0,1.143656,9.0,6.3
838,Wife,['Drama'],0.0,0.0,89.0,0.096079,0.0,0.0
839,Small Faces,[],1850000.0,0.0,108.0,0.90913,10.0,6.4
840,Bound,"['Crime', 'Drama', 'Romance', 'Thriller']",4500000.0,7011317.0,108.0,12.449574,203.0,6.9
841,Carpool,"['Comedy', 'Family']",17000000.0,0.0,89.0,3.714049,17.0,4.9
842,Death in Brunswick,['Drama'],0.0,0.0,109.0,0.913987,7.0,6.1
843,Kansas City,"['Thriller', 'Drama', 'Music', 'Crime']",18000000.0,0.0,116.0,5.130136,13.0,6.1
844,Gone Fishin',"['Comedy', 'Family']",53000000.0,0.0,94.0,2.289647,48.0,4.7
845,Lover's Knot,"['Romance', 'Comedy']",0.0,0.0,82.0,0.14315,2.0,4.0
846,Vive L'Amour,['Drama'],0.0,0.0,118.0,1.404588,16.0,7.3
847,Shadow of Angels,['Drama'],0.0,0.0,101.0,0.364246,2.0,4.0
848,Killer: A Journal of Murder,['Drama'],0.0,0.0,91.0,0.705136,10.0,6.3
849,Nothing to Lose,"['Action', 'Crime', 'Drama']",0.0,0.0,0.0,0.001771,0.0,0.0
850,Project S,"['Action', 'Adventure', 'Crime']",0.0,0.0,104.0,1.262539,12.0,5.8
851,Girls Town,"['Comedy', 'Drama']",0.0,0.0,90.0,0.635669,3.0,5.2
852,Bye-Bye,['Drama'],0.0,0.0,104.0,0.109406,3.0,7.7
853,The Relic,"['Horror', 'Mystery', 'Thriller']",60000000.0,33956608.0,110.0,7.699967,130.0,5.8
854,The Island of Dr. Moreau,"['Fantasy', 'Horror', 'Science Fiction']",40000000.0,49627779.0,96.0,12.725343,148.0,4.6
855,First Kid,"['Comedy', 'Family']",0.0,0.0,101.0,6.510437,28.0,5.3
856,The Trigger Effect,"['Drama', 'Thriller']",8000000.0,0.0,94.0,9.028947,18.0,6.6
857,Sweet Nothing,[],0.0,0.0,89.0,0.234665,2.0,5.0
858,Bogus,"['Fantasy', 'Comedy', 'Family']",32000000.0,0.0,110.0,2.523605,46.0,5.4
859,Bulletproof,"['Action', 'Adventure', 'Comedy', 'Thriller']",25000000.0,22611954.0,84.0,7.859132,164.0,5.4
860,Talk of Angels,"['Drama', 'Romance', 'War']",0.0,0.0,96.0,0.978989,4.0,6.8
861,The Land Before Time III: The Time of the Great Giving,"['Animation', 'Adventure', 'Family']",0.0,0.0,71.0,6.372442,86.0,6.1
862,1-900,[],0.0,0.0,0.0,0.062128,1.0,5.0
863,Baton Rouge,['Thriller'],0.0,0.0,,0.437895,0.0,0.0
864,Halloween: The Curse of Michael Myers,"['Horror', 'Thriller']",5000000.0,15116634.0,88.0,8.768288,173.0,5.0
865,Twelfth Night,"['Drama', 'Comedy', 'Romance']",0.0,0.0,134.0,4.69668,22.0,7.0
866,Mother Night,"['Drama', 'History']",0.0,0.0,114.0,6.038784,13.0,7.1
867,Liebelei,"['Drama', 'Romance']",0.0,0.0,88.0,0.472479,8.0,6.3
868,Venice,"['Drama', 'Romance']",0.0,0.0,110.0,0.14713,4.0,7.5
869,Wild Reeds,"['Drama', 'Romance']",0.0,0.0,115.0,2.115268,18.0,7.4
870,For Whom the Bell Tolls,"['Drama', 'History', 'Romance', 'Thriller']",3000000.0,0.0,170.0,14.373861,41.0,6.1
871,The Philadelphia Story,"['Comedy', 'Romance']",0.0,0.0,112.0,8.888069,196.0,7.7
872,Singin' in the Rain,"['Comedy', 'Music', 'Romance']",2540800.0,7200000.0,103.0,11.064858,747.0,7.9
873,An American in Paris,"['Drama', 'Comedy', 'Music', 'Romance']",2723903.0,4500000.0,113.0,5.565203,133.0,6.9
874,Funny Face,"['Music', 'Comedy', 'Romance']",0.0,0.0,103.0,5.461487,162.0,7.0
875,Breakfast at Tiffany's,"['Comedy', 'Drama', 'Romance']",2500000.0,9500000.0,110.0,10.879289,1082.0,7.6
876,Vertigo,"['Mystery', 'Romance', 'Thriller']",2479000.0,28000000.0,128.0,18.20822,1162.0,8.0
877,Rear Window,"['Drama', 'Mystery', 'Thriller']",1000000.0,36764313.0,112.0,17.911314,1531.0,8.2
878,It Happened One Night,"['Comedy', 'Romance']",325000.0,4500000.0,105.0,6.465257,283.0,7.7
879,Gaslight,"['Drama', 'Mystery', 'Thriller', 'Crime']",2068000.0,0.0,114.0,14.545058,73.0,7.2
880,The Gay Divorcee,"['Comedy', 'Music', 'Romance']",520000.0,0.0,107.0,2.863935,17.0,7.2
881,North by Northwest,"['Mystery', 'Thriller']",4000000.0,13275000.0,136.0,12.410427,1062.0,7.8
882,The Apartment,"['Comedy', 'Drama', 'Romance']",3000000.0,25000000.0,125.0,11.994281,498.0,8.1
883,Some Like It Hot,"['Comedy', 'Romance']",2883848.0,25000000.0,122.0,11.845107,835.0,8.0
884,Charade,"['Comedy', 'Mystery', 'Romance', 'Thriller']",4000000.0,13474588.0,113.0,7.098731,351.0,7.7
885,Casablanca,"['Drama', 'Romance']",878000.0,10462500.0,102.0,13.916101,1462.0,7.9
886,The Maltese Falcon,"['Mystery', 'Crime', 'Thriller']",375000.0,1000000.0,100.0,5.782544,435.0,7.8
887,My Fair Lady,"['Drama', 'Family', 'Music', 'Romance']",17000000.0,72070731.0,170.0,12.494394,361.0,7.4
888,Sabrina,"['Comedy', 'Drama', 'Romance']",2238813.0,10000000.0,113.0,7.359741,284.0,7.4
889,Roman Holiday,"['Comedy', 'Romance']",1500000.0,12000000.0,119.0,11.954806,502.0,7.8
890,The Little Princess,"['Drama', 'Comedy', 'Family']",0.0,0.0,93.0,5.640722,22.0,7.0
891,Meet Me in St. Louis,"['Comedy', 'Music', 'Romance']",0.0,0.0,113.0,7.331511,66.0,6.8
892,The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']",2777000.0,33754967.0,102.0,22.064932,1689.0,7.4
893,Gone with the Wind,"['Drama', 'Romance', 'War']",4000000.0,400176459.0,238.0,14.240357,995.0,7.7
894,My Favorite Year,"['Comedy', 'Drama']",0.0,0.0,92.0,2.923672,35.0,7.1
895,Sunset Boulevard,['Drama'],1752000.0,5000000.0,110.0,11.709777,533.0,8.2
896,Citizen Kane,"['Mystery', 'Drama']",839727.0,23217674.0,119.0,15.811921,1244.0,8.0
897,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']",10500000.0,68700000.0,149.0,22.494622,3075.0,7.9
898,Golden Earrings,"['Adventure', 'Romance']",0.0,0.0,95.0,0.949155,3.0,4.8
899,All About Eve,['Drama'],1400000.0,63463.0,138.0,12.06308,367.0,8.0
900,The Women,"['Comedy', 'Drama']",1688000.0,2270000.0,133.0,5.076649,26.0,6.4
901,Rebecca,"['Drama', 'Mystery']",1288000.0,6000000.0,130.0,8.590813,346.0,7.7
902,Foreign Correspondent,"['Mystery', 'Thriller', 'War']",0.0,0.0,120.0,9.955445,86.0,7.0
903,Notorious,"['Thriller', 'Drama', 'Romance']",2000000.0,24464742.0,102.0,10.135111,345.0,7.8
904,Spellbound,"['Drama', 'Mystery', 'Thriller']",1500000.0,7000000.0,111.0,5.47596,166.0,7.3
905,An Affair to Remember,"['Drama', 'Romance']",0.0,0.0,111.0,9.813419,101.0,7.1
906,To Catch a Thief,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",2500000.0,8750000.0,106.0,5.490505,299.0,7.1
907,Father of the Bride,"['Comedy', 'Drama', 'Family', 'Romance']",0.0,0.0,92.0,2.469167,43.0,6.6
908,The Band Wagon,"['Comedy', 'Music']",0.0,0.0,112.0,3.573935,46.0,7.1
909,Ninotchka,"['Comedy', 'Romance']",1365000.0,2279000.0,110.0,5.120036,77.0,7.3
910,Love in the Afternoon,"['Comedy', 'Drama', 'Romance']",0.0,0.0,130.0,8.196679,55.0,7.3
911,Gigi,"['Comedy', 'Music', 'Romance']",0.0,0.0,116.0,10.36311,68.0,6.1
912,The Reluctant Debutante,"['Comedy', 'Romance']",0.0,0.0,94.0,1.954175,11.0,6.6
913,The Adventures of Robin Hood,"['Action', 'Adventure', 'Romance']",2033000.0,3981000.0,102.0,10.685036,170.0,7.6
914,The Mark of Zorro,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']",0.0,0.0,94.0,7.431939,39.0,7.1
915,Laura,"['Drama', 'Mystery']",1020000.0,2000000.0,88.0,9.884516,173.0,7.6
916,The Ghost and Mrs. Muir,"['Fantasy', 'Romance', 'Mystery']",0.0,0.0,104.0,3.008607,59.0,7.3
917,Lost Horizon,"['Adventure', 'Fantasy', 'Drama', 'Mystery']",4000000.0,0.0,97.0,3.166544,42.0,6.8
918,Top Hat,"['Comedy', 'Music', 'Romance']",609000.0,3202000.0,101.0,7.122093,62.0,7.4
919,To Be or Not to Be,"['Comedy', 'War']",0.0,0.0,99.0,7.274948,119.0,7.7
920,My Man Godfrey,"['Comedy', 'Romance']",0.0,0.0,94.0,5.480098,69.0,7.7
921,Giant,"['Action', 'Drama', 'Western']",5400000.0,35000000.0,201.0,10.864284,169.0,7.5
922,East of Eden,['Drama'],1.0,5.0,115.0,6.42883,163.0,7.5
923,The Thin Man,"['Comedy', 'Crime', 'Mystery']",226408.0,1423000.0,93.0,10.573867,97.0,7.4
924,His Girl Friday,"['Comedy', 'Drama']",0.0,0.0,92.0,9.88321,171.0,7.5
925,Around the World in Eighty Days,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",6000000.0,42000000.0,167.0,6.164226,85.0,6.5
926,It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",3180000.0,9644124.0,130.0,15.031588,1103.0,8.0
927,Mr. Smith Goes to Washington,"['Comedy', 'Drama']",1500000.0,9600000.0,129.0,8.168694,245.0,7.9
928,Bringing Up Baby,"['Comedy', 'Romance']",1073000.0,0.0,102.0,6.60577,201.0,7.6
929,Penny Serenade,"['Drama', 'Romance']",0.0,0.0,119.0,2.446972,23.0,6.4
930,The Scarlet Letter,['Drama'],0.0,0.0,115.0,0.284522,4.0,8.3
931,Lady of Burlesque,"['Comedy', 'Thriller', 'Mystery', 'Romance']",0.0,0.0,91.0,0.264695,7.0,5.0
932,Of Human Bondage,['Drama'],0.0,0.0,83.0,1.831221,26.0,6.4
933,Angel on My Shoulder,"['Comedy', 'Fantasy', 'Romance']",0.0,0.0,100.0,0.594433,6.0,5.7
934,Little Lord Fauntleroy,"['Drama', 'Family']",0.0,0.0,102.0,4.709847,13.0,6.6
935,They Made Me a Criminal,"['Thriller', 'Crime', 'Drama', 'Mystery']",0.0,0.0,92.0,1.758391,8.0,5.6
936,The Inspector General,"['Comedy', 'Music', 'Romance']",0.0,0.0,101.0,0.896505,17.0,6.2
937,Angel and the Badman,"['Romance', 'Western']",0.0,0.0,100.0,8.08426,27.0,6.6
938,The 39 Steps,"['Action', 'Thriller', 'Mystery']",0.0,0.0,86.0,5.865697,217.0,7.4
939,A Walk in the Sun,"['War', 'Drama']",0.0,0.0,117.0,8.85591,14.0,5.2
940,The Outlaw,"['Action', 'Adventure', 'Western']",0.0,0.0,116.0,1.450989,16.0,4.9
941,Night of the Living Dead,['Horror'],114000.0,30000000.0,96.0,14.384198,591.0,7.5
942,The African Queen,"['Adventure', 'War', 'Romance']",1300000.0,10750000.0,105.0,6.636872,232.0,7.4
943,Beat the Devil,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",1000000.0,0.0,89.0,2.001733,31.0,6.2
944,Cat on a Hot Tin Roof,"['Drama', 'Romance']",3000000.0,17570324.0,108.0,11.794846,168.0,7.6
945,The Last Time I Saw Paris,"['Romance', 'Drama']",0.0,105.0,116.0,0.912955,9.0,5.1
946,Meet John Doe,"['Drama', 'Comedy', 'Romance']",0.0,0.0,122.0,10.750619,52.0,7.3
947,Algiers,"['Drama', 'Action', 'Mystery', 'Romance']",0.0,0.0,96.0,0.348765,6.0,5.8
948,Something to Sing About,['Comedy'],0.0,0.0,93.0,0.367546,2.0,3.8
949,A Farewell to Arms,"['Drama', 'Romance', 'War']",4.0,25.0,89.0,1.914697,29.0,6.2
950,Moonlight Murder,"['Music', 'Mystery']",0.0,0.0,65.0,0.283269,1.0,6.0
951,Nothing Personal,['Drama'],0.0,0.0,83.0,0.064512,1.0,4.0
952,"Yes, Madam","['Action', 'Foreign']",0.0,0.0,93.0,1.060097,11.0,7.4
953,Dangerous Ground,['Drama'],0.0,3028094.0,95.0,1.463219,8.0,5.0
954,Picnic,"['Drama', 'Romance']",0.0,0.0,115.0,8.500509,19.0,6.7
955,Madagascar Skin,[],0.0,0.0,96.0,0.580724,0.0,0.0
956,The Pompatus of Love,"['Comedy', 'Romance', 'Drama']",0.0,0.0,99.0,0.537795,2.0,5.3
957,Small Wonders,"['Documentary', 'Family']",0.0,0.0,77.0,0.00264,0.0,0.0
958,Fly Away Home,"['Action', 'Adventure', 'Drama', 'Family']",0.0,0.0,107.0,5.511155,114.0,6.6
959,Bliss,"['Drama', 'Romance']",0.0,294064.0,103.0,1.262649,6.0,4.8
960,Grace of My Heart,"['Drama', 'Comedy', 'Music']",0.0,0.0,116.0,9.364418,15.0,6.5
961,Brother of Sleep,['Drama'],0.0,0.0,127.0,0.751733,6.0,6.8
962,Maximum Risk,"['Action', 'Adventure', 'Thriller']",25000000.0,51702483.0,100.0,7.370163,104.0,5.3
963,Michael Collins,"['Drama', 'Thriller']",28000000.0,16900000.0,132.0,6.728199,98.0,6.8
964,The Rich Man's Wife,"['Drama', 'Thriller']",0.0,8538318.0,94.0,6.746475,11.0,4.9
965,Infinity,"['Drama', 'Romance']",0.0,0.0,119.0,1.226688,0.0,0.0
966,Big Night,['Drama'],0.0,0.0,107.0,2.702973,45.0,6.8
967,Last Man Standing,"['Action', 'Crime', 'Drama', 'Thriller']",67000000.0,47267001.0,101.0,11.845918,263.0,6.2
968,Caught,"['Action', 'Drama', 'Thriller']",0.0,0.0,110.0,1.625873,5.0,6.5
969,Set It Off,"['Drama', 'Action', 'Crime']",9000000.0,41590886.0,118.0,6.85606,66.0,6.9
970,2 Days in the Valley,"['Comedy', 'Crime']",0.0,0.0,104.0,4.989276,73.0,5.9
971,Curdled,"['Comedy', 'Crime', 'Thriller']",2300000.0,49620.0,88.0,2.781581,29.0,6.2
972,L'associé,['Comedy'],0.0,0.0,94.0,0.000308,3.0,6.0
973,Ed's Next Move,[],0.0,0.0,88.0,0.550278,1.0,3.0
974,Extreme Measures,"['Drama', 'Thriller']",38000000.0,17380126.0,118.0,4.990506,80.0,5.7
975,The Glimmer Man,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",45000000.0,0.0,92.0,5.918737,102.0,4.7
976,D3: The Mighty Ducks,"['Action', 'Comedy', 'Drama', 'Family']",0.0,22955097.0,104.0,5.511475,99.0,5.3
977,The Chamber,"['Crime', 'Drama']",50000000.0,22540359.0,113.0,3.998494,62.0,5.9
978,The Apple Dumpling Gang,"['Comedy', 'Family']",0.0,0.0,100.0,4.040945,34.0,6.6
979,"Davy Crockett, King of the Wild Frontier","['Action', 'Adventure', 'Family', 'Western']",0.0,0.0,93.0,5.497359,14.0,5.9
980,Escape to Witch Mountain,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",0.0,20000000.0,97.0,7.151691,60.0,6.5
981,The Love Bug,"['Comedy', 'Family', 'Fantasy']",0.0,0.0,107.0,10.091707,126.0,6.0
982,Herbie Rides Again,"['Romance', 'Comedy', 'Family', 'Fantasy']",0.0,0.0,88.0,4.914603,77.0,5.9
983,Old Yeller,"['Adventure', 'Drama', 'Western']",0.0,0.0,83.0,12.887829,68.0,7.0
984,The Parent Trap,"['Comedy', 'Family']",0.0,0.0,129.0,5.807074,92.0,6.8
985,Pollyanna,['Adventure'],0.0,0.0,134.0,3.254308,50.0,6.9
986,Homeward Bound: The Incredible Journey,"['Adventure', 'Comedy', 'Drama', 'Family']",0.0,0.0,84.0,7.186506,218.0,6.6
987,The Shaggy Dog,"['Comedy', 'Family']",0.0,0.0,104.0,3.404213,22.0,6.2
988,Swiss Family Robinson,"['Adventure', 'Family']",0.0,0.0,126.0,4.623089,88.0,7.0
989,That Darn Cat!,"['Drama', 'Family', 'Comedy']",0.0,0.0,112.0,2.803679,28.0,6.4
990,"20,000 Leagues Under the Sea","['Adventure', 'Drama', 'Science Fiction']",5000000.0,28200000.0,127.0,8.722406,160.0,6.9
991,Cool Runnings,['Comedy'],14000000.0,154864401.0,98.0,8.30721,510.0,6.8
992,Angels in the Outfield,"['Fantasy', 'Drama', 'Comedy', 'Family']",0.0,50236831.0,102.0,10.892812,124.0,5.7
993,Cinderella,"['Family', 'Fantasy', 'Animation', 'Romance']",2900000.0,263591415.0,74.0,14.436858,1760.0,6.8
994,Winnie the Pooh and the Blustery Day,"['Animation', 'Family', 'Music']",0.0,0.0,25.0,1.054814,20.0,7.8
995,The Three Caballeros,"['Animation', 'Family', 'Music']",0.0,0.0,71.0,8.702472,108.0,6.2
996,The Sword in the Stone,"['Animation', 'Family']",3000000.0,22182353.0,79.0,10.636458,935.0,6.9
997,So Dear to My Heart,"['Animation', 'Drama', 'Family']",0.0,0.0,79.0,0.901443,5.0,6.3
998,Robin Hood: Prince of Thieves,['Adventure'],48000000.0,390493908.0,143.0,10.639244,937.0,6.6
999,Mary Poppins,"['Comedy', 'Family', 'Fantasy']",6000000.0,102272727.0,139.0,15.11549,1217.0,7.4
